,Company,Product,Style,Rating
1522,A-Sha Dry Noodle,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,5.0
1523,A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,3.75
1524,A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,4.0
1525,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,4.25
1526,Maruchan,Seimen Japanese Instant Ramen Noodles Soy Sauce Taste,Pack,3.75
1527,Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,3.0
1528,Mr. Noodles,Bowl Beef Simulated Flavor,Bowl,2.0
1530,New Touch,Yakisoba Noodle,Tray,4.0
1531,Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,4.0
1532,Nissin,Chow Mein Chicken,Tray,3.5
1533,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,3.25
1534,Chewy,Rice Vermicelli Satay Chicken,Pack,3.0
1535,Nongshim,Potato Pork Ramyun,Pack,5.0
1536,Ko-Lee,Instant Noodles Super Chow Mein,Pack,4.0
1537,Western Family,Instant Noodles Vegetable Flavour,Pack,1.0
1538,Maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,4.25
1539,Itomen,Chanponmen,Pack,4.25
1540,Emart,Dare You Habanero Jjamppong,Pack,4.0
1541,Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,3.5
1542,Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,3.5
1543,Western Family,Instant Noodles In A Cup Spicy Chicken,Cup,2.25
1544,Nissin,King Cup Noodle BBQ Chicken & Onion,Cup,3.75
1545,Mama,Authentic Thai Cuisine Pad Thai,Pack,4.0
1546,HoMyeonDang,Premium Noodle House Don Ramyun,Pack,4.0
1547,Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,3.75
1548,Samyang Foods,Nagasaki Crab Jjampong,Pack,5.0
1549,Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,4.0
1550,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,4.0
1551,Samyang Foods,Bajirak Kalgugsu,Pack,3.75
1552,Samyang Foods,Hot Chacharoni,Pack,3.75
1553,HoMyeonDang,Premium Noodle House Tofu Fried Noodle,Pack,3.5
1554,Samyang Foods,Samyang Ramyun,Pack,4.5
1555,HoMyeonDang,Premuim Noodle House Crab Jjampong,Pack,5.0
1556,Samyang Foods,Beef Flavor Ramyun (SK Version),Pack,4.25
1557,Samyang Foods,Nagasaki Jjampong,Bowl,4.75
1558,Samyang Foods,Kimchi Ramyun (SK Version),Pack,4.0
1560,Samyang Foods,Sutah (SK Version),Pack,3.75
1561,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,3.5
1562,Tradition,Oriental Style Ramen Noodle Soup,Pack,2.75
1563,Nissin,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,4.25
1564,Vina Acecook,Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour),Pack,3.5
1565,Unox,Good Noodles Oosterse Kip (Oriental Chicken),Pack,3.5
1566,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,4.0
1567,Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,3.75
1568,Western Family,Instant Noodles In A Cup Oriental,Cup,2.0
1569,Ottogi,Sesame Flavor Noodle Bowl,Bowl,3.5
1570,Nissin,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,4.5
1571,Amino,Barszcz czerwony (Borscht),Pack,4.0
1572,Four Seas,Chicken Flavour,Bowl,2.75
1573,Wai Wai,Artificial Pork Flavour,Pack,3.0
1574,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,4.5
1575,Mr. Noodles,Bowl Spicy Chicken Simulated Flavour,Bowl,2.0
1576,Paldo,ДОШИРАК (Dosirac) Beef Flavor,Pack,3.5
1577,Maruchan,Yakisoba Beef Taco Flavor,Tray,4.25
1578,Pot Noodle,Tony's Doner Kebab,Cup,1.5
1579,Nongshim,Shin Ramyun Black Spicy Beef,Cup,4.5
1580,Sakurai Foods,Miso Stew Instant Udon (Winter),Pack,4.25
1581,Maruchan,Bowl Chicken Flavor,Bowl,4.0
1582,Ko-Lee,Instant Noodles Beef,Pack,3.0
1583,Wai Wai,Tom Yum Shrimp Flavour,Pack,3.25
1584,Unox,Sate,Pack,3.5
1585,Prima Taste,Singapore Laksa La Mian,Pack,5.0
1586,Prima Taste,Singapore Curry La Mian,Pack,5.0
1587,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,2.75
1588,GS25,Gonghwachun Jjamppong,Pack,4.0
1589,Amino,Ogorkowa,Pack,3.25
1590,Trident,Singapore Soft Noodles,Pack,2.75
1591,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,4.0
1592,Ko-Lee,Go Noodles Thai Hot & Spicy Tom Yum,Cup,1.0
1593,Sun Noodle,Ramen Shoyu Flavor,Tray,5.0
1594,Sun Noodle,Tantanmen Spicy Sesame (Mild),Tray,3.75
1595,Sun Noodle,Ramen Miso Flavor,Tray,5.0
1596,S&S,Saimin,Pack,4.0
1597,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,4.0
1598,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,4.0
1599,Sun Noodle,Ramen Pork Flavor,Tray,5.0
1600,Sun Noodle,Yakisoba,Pack,4.5
1601,Nissin,Donbei Tensoba,Bowl,4.0
1602,Ottogi,Spaghetti Ramen,Bowl,4.5
1603,Pot Noodle,Chilli Beef Flavour,Cup,2.25
1604,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,4.0
1605,Springlife,Spinach With Organic Noodles,Pack,3.0
1606,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,4.25
1607,Annie Chun's,Noodle Express Spicy Szechuan,Tray,2.0
1608,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,4.0
1609,Annie Chun's,Noodle Express Teriyaki,Tray,3.0
1610,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,4.5
1611,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,4.0
1612,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,3.75
1613,Nissin,Raoh Backfat Rich Soy Sauce Flavor,Bowl,5.0
1614,Pot Noodle,Mr. Chu’s Golden Noodle No. 7 Sticky Rib,Cup,3.25
1615,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,4.25
1616,Trident,Chow Mein Soft Noodles,Pack,2.75
1617,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,3.25
1618,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,3.25
1619,Sakurai Foods,Soy Sauce Ramen,Bowl,4.25
1620,Sakurai Foods,100% Vegetarian Soy Sauce Flavor,Pack,4.25
1621,Sakurai Foods,Sesame Noodles,Pack,5.0
1622,Sakurai Foods,Miso Ramen,Bowl,4.0
1623,Sakurai Foods,ARCHE Naturküche Japanische Nudelsuppe,Pack,3.25
1625,Pot Noodle,Sweet & Spicy,Cup,3.5
1626,Vifon,Pomidorowa (Mild Tomato),Pack,4.0
1627,Ottogi,Kiss Myon,Cup,3.75
1628,Ko-Lee,Instant Noodles Chicken ,Pack,3.5
1629,Trident,Hot & Spicy 2 Minute Noodles,Pack,3.5
1630,Maruchan,Yakisoba Jalapeno Cheddar,Tray,4.0
1631,Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,1.75
1632,Pot Noodle,Jamaican Jerk!,Cup,2.75
1633,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,3.0
1634,Amino,Zurek,Pack,3.25
1635,Kamfen,E-men Lobster Soup,Pack,3.25
1636,Ko-Lee,Go Noodles Chicken Special,Pack,3.75
1637,Wai Wai,Sour Soup Flavor,Pack,3.5
1638,Pot Noodle,Sweet & Sour,Cup,3.75
1639,Maruchan,Yakisoba Four Cheese,Tray,3.75
1640,Mama,Shrimp (TOM YUM),Pack,3.75
1641,Yamachan,Mild Tonkotsu,Pack,5.0
1642,Maruchan,Beef,Cup,3.5
1643,Nongshim,Jinjja Jinjja Flamin' Hot & Nutty,Pack,5.0
1644,Paldo,Kokomen Spicy Chicken,Cup,4.5
1645,Paldo,Namja Ramen (USA version),Pack,5.0
1646,Kamfen,dried Mix Noodles Soya Bean Paste,Tray,3.75
1647,Maruchan,35% Less Sodium Beef,Cup,3.5
1648,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,3.75
1649,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,4.0
1651,Ibumie,VegeMee Vegetarian Flavour,Pack,2.75
1652,Emart,Dare You! Habanero Ramen,Pack,3.75
1653,Maruchan,35% Less Sodium Chicken,Pack,3.75
1654,Ibumie,LadMee Hot Pepper,Pack,3.5
1655,Sunlee,Shitake Mushroom Vernicalli,Bowl,1.25
1656,Ottogi,Jjajang Bokki,Bowl,3.5
1657,Shirakiku,Hot & Spicy Udon,Pack,3.0
1659,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,4.5
1660,Vina Acecook,Good Chicken Abalone Bean Vermicelli,Pack,3.25
1661,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,4.25
1662,Wai Wai,Casserole Beef Flavour,Pack,3.5
1663,Nissin,Ramen Shop Sapporo Miso,Pack,4.0
1664,Nongshim,Spicy Shrimp Cup Ramyun,Cup,4.25
1665,Maruchan,Instant Lunch Shrimp,Cup,3.75
1666,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,3.75
1667,Paldo,Namja Ramyun,Bowl,4.25
1668,Indomie,Kriuuk Bawang,Pack,4.25
1669,Sapporo Ichiban,Original Flavor,Cup,3.5
1670,Nongshim,Neoguri Spicy Seafood,Cup,4.0
1671,Daddy,Kari 365 Curry Flavour,Pack,5.0
1672,Tradition,Vegetable Instant Noodle soup,Cup,3.25
1673,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,4.75
1674,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,3.5
1675,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,3.25
1676,Sarimi,Rasa Ayam Bawang,Pack,3.5
1677,Maruchan,Instant Lunch Chicken,Cup,3.5
1678,FMF,Chow Tomato ,Pack,4.25
1679,Long Kow,Crystal Noodles Savory Shoyu,Cup,1.5
1680,FMF,Chow Masala,Pack,4.0
1681,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,3.5
1682,SuperMi,Sedaaap Mi Goreng,Pack,5.0
1683,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,3.0
1684,Paldo,Bowl Noodle Shrimp Flavor,Bowl,3.25
1685,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,4.5
1686,Vina Acecook,Hao Hao Mushroom,Pack,2.75
1687,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,3.5
1688,Yamachan,Rich Shoyu Ramen,Pack,4.0
1689,Yamachan,Nagasaki Sara Udon Chicken ,Pack,4.25
1690,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,4.0
1691,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,4.75
1692,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,5.0
1693,Yamachan,Miso Ramen - Mild,Pack,4.0
1694,Yamachan,Shio Ramen Seafood Mild,Pack,4.5
1695,SuperMi,GoBang,Pack,5.0
1696,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,3.25
1697,Golden Wheat,South Korean Style Seafood,Cup,2.75
1698,Song Hak,Rice Topokki,Bowl,5.0
1699,Nissin,Top Ramen Short Cuts Lime Chili,Pack,3.75
1700,Nongshim,Shin Bowl (New),Bowl,4.25
1701,Sarimi,Soto Koya Pedasss,Pack,3.25
1702,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,2.5
1703,Fuji Mengyo,Nabeyaki Udon,Bowl,3.5
1704,Vifon,Viet Rice Noodles Chicken,Pack,3.5
1705,Nongshim,Chapagetti,Bowl,5.0
1706,Dragonfly,Artificial Hot & Sour Shrimp,Pack,4.0
1707,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,3.75
1708,Vina Acecook,Good Chicken Bean Vermicelli,Pack,3.25
1709,CJ CheilJedang,Katsuobushi Udon,Bowl,3.75
1710,Indomie,Rasa Coto Makassar,Pack,4.0
1711,Master Kong,Mianba,Pack,4.0
1712,Little Cook,Stewed Duck,Cup,3.0
1713,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,3.5
1714,Indomie,Special Fried Curly Noodle (Local),Pack,5.0
1715,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,4.25
1716,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,3.25
1717,Baijia,Artificial Pickled Cabbage Fish,Pack,2.75
1718,Tradition,Imitation Chicken Vegetarian,Cup,3.75
1719,Indomie,Rasa Mi Cakalang,Pack,4.5
1720,Sempio,Seafood Vermicelli Anchovy,Bowl,4.25
1721,Little Cook,Mushroom Vegetarian,Bowl,4.75
1722,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,4.25
1723,Long Kow,Crystal Noodles Hot & Sour,Bowl,3.5
1724,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,4.5
1725,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,4.0
1726,Dragonfly,Artificial Pork Ribs,Bowl,3.5
1727,Nissin,Top Ramen Short Cuts Chicken,Pack,4.0
1728,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,3.5
1729,Golden Wheat,South Korean Style Spicy Pork,Cup,3.5
1730,Itomen,Sansai Soba Edible Wld Plant,Bowl,3.25
1731,Vifon,Mi Kim Chee,Pack,3.75
1732,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,4.25
1733,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,4.0
1734,Nissin,Top Ramen Short Cuts Beef,Pack,3.5
1735,JML,Artificial Stew Beef,Bowl,3.75
1736,Nongshim,Chapagetti (South Korean),Pack,4.0
1737,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,3.75
1738,CJ CheilJedang,Mild Bean Curd Stew,Cup,2.0
1739,Sarimi,Soto Koya Gurih,Pack,4.0
1740,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,4.5
1741,Binh Tay,Mi Chay Vegetarian,Pack,3.5
1742,Mr. Noodles,Shrimp,Pack,2.5
1743,Indomie,Mi Goreng Kriuuk Pedas,Pack,3.75
1744,Wai Wai,Vegetarian,Pack,3.5
1745,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,3.75
1746,Vifon,Instant Porridge Chicken,Pack,3.25
1747,Seven-Eleven,Seven & I Shoyu,Cup,4.5
1748,Paldo,Kko Kko Myun King Cup,Bowl,4.75
1749,Paldo,Seolleongtangmyeon,Pack,3.5
1750,Paldo,Rabokki,Pack,4.75
1751,Paldo,Namja,Pack,5.0
1752,Paldo,Shoyu,Cup,3.25
1753,Paldo,Bibim Men Cucumber,Pack,5.0
1755,Paldo,Speed King Bowl (Prototype),Bowl,3.5
1756,Master Kong,Potatoes & Stewed Beef,Pack,5.0
1757,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,3.75
1758,Maruchan,Tempura Soba,Pack,4.0
1759,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,4.0
1760,Souper,Bowl Ramen Shrimp,Bowl,3.75
1761,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,3.75
1762,Chencun,Stewde Chicken Of Mushroom,Cup,3.25
1763,Indomie,Beef,Pack,3.5
1764,Mr. Noodles,Spicy Chicken,Pack,2.0
1765,Master Kong,Spicy Beef,Pack,3.75
1766,Mr. Noodles,Vegetable,Pack,1.75
1767,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,4.25
1768,Nongshim,Neoguri Mild (South Korea),Pack,4.0
1769,Kim's Bowl,Vegetarian Tom Yum,Bowl,3.5
1770,SuperMi,Super Rasa Ayam Bawang,Pack,4.0
1771,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,3.5
1772,Acecook,Super Big Ramen Soy Sauce,Bowl,1.25
1773,Little Cook,Abalone Chicken,Cup,1.75
1774,Master Kong,Premium Taste Roasted Beef,Bowl,4.0
1775,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,4.5
1776,Gau Do,Hot Sour Shrimp,Pack,3.75
1777,Mr. Noodles,Chicken,Pack,3.0
1778,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,4.25
1779,Golden Wheat,South Korean Style Pork,Cup,3.0
1780,Golden Mie,Vegetable,Pack,3.75
1781,Vina Acecook,Kingcook Vegetable,Pack,3.0
1782,Master Kong,Red Oil Dan Dan,Tray,2.75
1783,Sarimi,Soto Koya Jeruk Nipis,Pack,4.75
1784,Mr. Noodles,Spicy Beef,Pack,1.75
1785,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,4.5
1786,Acecook,Super Big Ramen Tonkotsu,Bowl,1.0
1787,GreeNoodle,Shiitake & Soy Sauce,Pack,1.5
1788,SuperMi,GoKar,Pack,4.0
1789,Uni-President,100 Beef With Sauerkraut,Pack,4.75
1790,Emart,Ramen E Ramen White Broth,Pack,5.0
1791,Mr. Noodles,Beef,Pack,3.0
1792,Sarimi,Isi 2 Rasa Soto,Pack,3.5
1793,Hankow,Cai Lin Ji Dry Noodles,Tray,3.25
1794,Nissin,Cup Noodles Salsa Picante Chicken,Cup,3.0
1795,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,3.25
1796,Vina Acecook,Kingcook Beef,Pack,3.0
1797,Ottogi,Jin Ramen (Mild) (Import),Pack,3.5
1798,Indomie,Mi Goreng Kriuuk Ayam,Pack,3.75
1799,Mamee,Express Cup Curry,Cup,2.5
1800,Mr. Noodles,Oriental,Pack,2.75
1801,Sarimi,Isi 2 Rasa Kari spesial,Pack,3.75
1802,JML,Seafood,Bowl,3.0
1803,Indomie,Rasa Sup Sayuran Vegan,Pack,2.25
1804,Little Cook,TVP Stewed Pork,Bowl,3.5
1805,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,3.5
1806,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,4.0
1807,Kailo,Chicken,Pack,3.5
1808,Nissin,Cup Noodles Shrimp Picante Style,Cup,3.25
1809,Fashion Foods,Oriental,Bowl,0.25
1810,Fashion Foods,Mushroom Vegetarian,Bowl,1.75
1811,Fashion Foods,Beef Pho,Bowl,3.75
1812,Super Bihun,Kuah Rice Noodles,Pack,4.5
1813,Sempio,Seafood Noodle Cup,Bowl,3.5
1814,Maggi,2 Minute Noodles Tricky Tomato,Pack,3.25
1815,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,1.5
1816,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,3.5
1817,Nissin,Big Cup Noodles Roast Chicken,Cup,3.25
1818,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,3.75
1819,JML,Artificial Stew Pork,Bowl,3.25
1820,Indomie,Mi Goreng Vegan,Pack,4.25
1821,Daikoku,Bikkuchigekara Big Chige,Bowl,3.75
1822,Nongshim,Udon ,Bowl,4.25
1823,Nongshim,Ansungtangmyun (US Version),Pack,3.75
1824,Nongshim,Soba,Pack,4.25
1825,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,3.5
1826,Nongshim,Shin Ramyun Black Onion,Cup,5.0
1827,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,3.75
1828,Sapporo Ichiban,Chow Mein (New),Pack,5.0
1829,Hosoonyi,Naengmyeon Combo,Bowl,3.75
1830,Nissin,Spoon-it Chicken,Pack,3.5
1831,JML,Artificial Mushroom Chicken,Bowl,1.25
1832,Nongshim,Jinjja Jinjja,Pack,5.0
1833,Payless,Instant Mami Beef,Pack,3.25
1834,Mamee,Express Cup Tom Yum,Cup,3.75
1835,Golden Mie,chicken,Pack,3.25
1836,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,2.75
1837,Indomie,Mi Goreng Sate (Local),Pack,5.0
1838,JML,Artificial Spicy Beef,Bowl,3.5
1839,Nissin,U.F.O. Yakiosoba,Bowl,3.75
1840,Gau Do,Chicken Shrimp,Pack,2.5
1841,Maruchan,Yakisoba Spicy Vegetable,Tray,3.25
1842,Ottogi,Odongtong Myon Seafood,Bowl,2.75
1843,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,5.0
1844,Indomie,Rasa Soto Betawi,Pack,4.5
1845,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,4.25
1846,Indomie,Rasa Mi Kocok Bandung,Pack,3.25
1847,Indomie,Rasa Soto Banjar Limau Kulit,Pack,5.0
1848,Indomie,Mi Goreng Jumbo Beef,Pack,5.0
1849,Indomie,Rasa Kari Ayam Medan,Pack,5.0
1850,Indomie,Rasa Empal Gentong,Pack,4.0
1851,Indomie,Mi Goreng Cakalang,Pack,4.0
1852,Indomie,Mi Goreng Instant Cup Noodles,Cup,5.0
1853,Indomie,Curly Noodle With Laksa Chilli,Pack,3.5
1854,Indomie,Mi Goreng Barbecue Chicken,Pack,5.0
1855,Yamamoto,Seafood Ramen,Bowl,3.5
1856,Nongshim,Bowl Noodle Savory Beef,Bowl,4.0
1857,Golden Mie,Chicken Curry,Pack,3.75
1858,Nissin,Spoon-it Beef,Pack,3.25
1860,Nissin,Ramen Bowl Spicy Chicken,Bowl,3.25
1861,Vifon,Hu Tieu Ca Stewed Fish,Bowl,3.75
1862,Indomie,Mi Goreng Rendang (Import),Pack,5.0
1863,Pulmuone,Nature Is Delicious Spicy,Pack,3.75
1864,Nissin,Spoon-it Creamy Chicken,Pack,4.0
1865,Four Seas,Seaweed,Bowl,3.25
1866,Nongshim,Hearty Rice Noodle Beef,Pack,4.25
1867,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,2.75
1868,Nissin,Chow Mein Spicy Chicken,Tray,3.25
1869,Wu Mu,Pork Flavor Ramen,Pack,2.75
1870,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,3.25
1871,Unif,Man Han Feast Spring Onion Eel,Bowl,4.25
1872,Golden Wheat,South Korean Style Beef,Cup,3.5
1873,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,4.0
1874,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,3.5
1875,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,4.5
1876,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,4.0
1877,Nissin,Chikin Ramen (Local),Pack,5.0
1878,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,3.5
1879,Nissin,Chow Mein Orange Chicken,Tray,4.0
1880,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,3.25
1881,Nissin,Big Cup Noodles Spicy Chicken,Cup,3.5
1882,JFC,Japanese Style Noodle Curry,Bowl,4.5
1883,Vina Acecook,Kingcook Chicken,Pack,3.5
1884,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,2.25
1885,Samyang,Assorted Vegetable Ramen,Pack,3.75
1886,Mamee,Express Cup Vegetarian,Cup,2.0
1887,Maruchan,Yakisoba Savory Soy Sauce,Tray,3.75
1888,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,2.5
1889,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,3.75
1890,Nissin,Cup Noodles Xo Sauce Seafood,Cup,3.75
1891,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,4.5
1892,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,2.75
1893,Dragonfly,Artificial Seafood,Pack,3.75
1894,Nongshim,Udon Garlic Teriyaki,Pack,4.75
1895,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,4.25
1896,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,3.75
1897,Vina Acecook,Kingcook Shrimp,Pack,2.75
1898,Mamee,Express Cup Fried Onion Chicken,Cup,3.25
1899,Wang,Kitsune Udon,Bowl,4.0
1900,Nongshim,Shin Ramyun Shrimp,Pack,4.5
1901,Indomie,Spicy Coconut Shrimp,Pack,4.75
1902,Samyang,Nagasaki Jjampong,Pack,4.75
1903,Paldo,Kko Kko Myun,Pack,5.0
1904,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,3.25
1905,Mug Shot,Chicken,Pack,3.0
1906,Mug Shot,Spicy Sweet & Sour,Pack,3.0
1907,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,3.5
1908,Nissin,Gozen Tempura,Bowl,4.0
1909,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,2.0
1910,Nissin,Ramen Bowl Kimchi,Bowl,3.0
1911,Lishan,Black Rooster Chicken,Pack,1.5
1912,Mama,Moo Nam Tok Rice Vermicelli,Pack,3.25
1913,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,2.75
1914,Paldo,Jjajangmen Black Bean,Pack,4.0
1915,Daikoku,Shokuh Kitsune Udon,Bowl,4.25
1916,Yamamoto,Ponpoko Tempura Soba,Bowl,4.25
1917,Lucky Me!,Beef Na Beef,Pack,3.75
1918,Nissin,Ramen Bowl Spicy Shrimp,Bowl,3.0
1919,Paldo,Hwa King Cup,Cup,3.5
1920,Dragonfly,Onion,Pack,3.75
1921,Nissin,Ramen Bowl Hot & Spicy,Bowl,3.75
1922,Cap Atoom Bulan,Mie Telor Asli,Pack,3.0
1923,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,3.25
1925,Sapporo Ichiban,Shio,Pack,5.0
1926,Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,4.0
1927,Dragonfly,Artificial Chicken,Pack,4.0
1928,Pot Noodle,Chicken & Mushroom,Cup,3.75
1929,Nongshim,Seafood Ramyun,Pack,3.75
1930,Sunlee,Tom Yum Shrimp Noodle,Bowl,3.5
1931,Yamamoto,Shoyu,Bowl,4.25
1932,Nongshim,Oolongmen Artificial Chicken,Cup,3.75
1933,Sura,Knife Cut Rice Noodle,Bowl,3.75
1934,Wei Chuan,Miso Vegetables,Pack,3.25
1935,Little Cook,Spicy Beef,Cup,2.75
1936,Vina Acecook,Hao Hao Shrimp Onion,Pack,3.0
1937,Master Kong,Artificial Spicy Beef,Pack,4.25
1938,Nissin,Gozen Kitsune Udon,Bowl,5.0
1939,GreeNoodle,Yakisoba,Pack,3.0
1940,Snapdragon,Chinese Mushroom Rice Noodle,Cup,2.5
1941,Yamamori,Tom Yam Ramen Pork,Pack,4.75
1942,Ottogi,Buckwheat Bibim Ramyon,Pack,1.1
1943,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,0.5
1944,Mr. Udon,Seafood Selection,Pack,3.5
1945,Mr. Udon,Japanese Miso,Pack,2.75
1946,Fashion Foods,XO Sauce,Bowl,1.25
1947,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,1.25
1948,Master Kong,Artificial Braised Beef,Pack,4.25
1949,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,3.5
1950,Omachi,Spaghetti,Pack,3.75
1951,Ottogi,Yeul Hot Taste,Bowl,3.5
1952,Pot Noodle,Bombay Bad Boy,Cup,4.0
1953,Master Kong,Artificial Pork,Pack,3.75
1954,Wei Wei,"""A"" Series Vegetarian",Pack,3.25
1955,Daikoku,My Friend Vic Tanuki Udon,Bowl,4.75
1956,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,3.5
